name,abbrv,color,affiliation,coauthored
Benjamin Raphael,B. Raphael,#ffc0cb,none,1
Lodewyk Wessels,L. Wessels,#ffc0cb,none,1
Guangyan Zhang,G. Zhang,#d3d3d3,Tsinghua University,1
Mai Zheng,M. Zheng,#00bfff,New Mexico State University,1
Atanas Rountev,A. Rountev,#00bfff,Ohio State University,1
Jianhua Zhao,J. Zhao,#00bfff,Nanjing University,1
Ioannis Stamos,I. Stamos,#32CD32,CUNY,0
Orna Kupferman,O. Kupferman,#ffff00,Hebrew University of Jerusalem,1
Hassan Hijazi,H. Hijazi,#32CD32,Australian National University,1
Sylvie Thiébaux,S. Thiébaux,#32CD32,Australian National University,1
John Slaney,J. Slaney,#32CD32,Australian National University,1
Tony Nowatzki,T. Nowatzki,#00bfff,University of California - Los Angeles,1
Mark Hill,M. Hill,#00bfff,none,1
Matthew Sinclair,M. Sinclair,#00bfff,none,1
Ponnurangam Kumaraguru,P. Kumaraguru,#ffc0cb,IIIT Delhi,1
Riza Batista-Navarro,R. Batista-Navarro,#ffc0cb,University of Manchester,1
Christian Wulff-Nilsen,C. Wulff-Nilsen,#ffff00,University of Copenhagen,1
Aleksander Madry,A. Madry,#ffff00,Massachusetts Institute of Technology,1
Glencora Borradaile,G. Borradaile,#ffff00,Oregon State University,1
Michal Pilipczuk,M. Pilipczuk,#ffff00,University of Warsaw,1
Marcin Mucha,M. Mucha,#ffff00,University of Warsaw,1
Stephen Fenner,S. Fenner,#ffff00,none,0
Sanjoy Dasgupta,S. Dasgupta,#32CD32,University of California - San Diego,1
Yoav Freund,Y. Freund,#32CD32,University of California - San Diego,1
Kamalika Chaudhuri,K. Chaudhuri,#32CD32,University of California - San Diego,1
Samory Kpotufe,S. Kpotufe,#32CD32,Princeton University,1
Claire Monteleoni,C. Monteleoni,#32CD32,George Washington University,1
Nurit Haspel,N. Haspel,#ffc0cb,University of Massachusetts Boston,1
Haim Wolfson,H. Wolfson,#ffc0cb,none,1
Thomas Lengauer,T. Lengauer,#ffc0cb,Max Planck Institute,0
David Clark,D. Clark,#00bfff,University College London,1
Nadia Bianchi-Berthouze,N. Bianchi-Berthouze,#ffc0cb,University College London,1
KyoungSoo Park,K. Park,#00bfff,KAIST,1
Milos Ercegovac,M. Ercegovac,#00bfff,University of California - Los Angeles,1
Petros Faloutsos,P. Faloutsos,#ffc0cb,York University,1
Glenn Reinman,G. Reinman,#00bfff,University of California - Los Angeles,1
Houari Sahraoui,H. Sahraoui,#d3d3d3,none,0
Judithe Sheard,J. Sheard,#d3d3d3,Monash University,1
Graham Farr,G. Farr,#d3d3d3,Monash University,1
Kilian Weinberger,K. Weinberger,#32CD32,none,1
Konrad Rieck,K. Rieck,#00bfff,TU Braunschweig,1
Emmanuel Filiot,E. Filiot,#ffff00,Université libre de Bruxelles,1
Gilles Geeraerts,G. Geeraerts,#ffff00,Université libre de Bruxelles,1
Sekou Remy,S. Remy,#ffc0cb,Clemson University,0
Jiming Liu,J. Liu,#32CD32,none,1
Tariq Andersen,T. Andersen,#d3d3d3,University of Copenhagen,0
Michael Dinitz,M. Dinitz,#ffff00,Johns Hopkins University,1
Robert Geist,R. Geist,#d3d3d3,Clemson University,1
Andrew Duchowski,A. Duchowski,#ffc0cb,none,1
James Westall,J. Westall,#d3d3d3,Clemson University,1
Daniel Fabbri,D. Fabbri,#00bfff,Vanderbilt University,1
James Fogarty,J. Fogarty,#ffc0cb,University of Washington,1
Dongfang Zhao,D. Zhao,#00bfff,University of Nevada,1
Tijs van der Storm,T. van der Storm,#00bfff,CWI,0
Yuhong Guo,Y. Guo,#32CD32,Carleton University,1
Parag Chaudhuri,P. Chaudhuri,#ffc0cb,IIT Bombay,0
James Plank,J. Plank,#d3d3d3,none,1
Lihao Xu,L. Xu,#d3d3d3,Wayne State University,1
Sophie Jörg,S. Jörg,#ffc0cb,Clemson University,1
Sabarish Babu,S. Babu,#ffc0cb,none,1
Samuel Kaski,S. Kaski,#32CD32,Aalto University,1
Byungjoo Lee,B. Lee,#ffc0cb,KAIST,1
Mark Riedl,M. Riedl,#32CD32,Georgia Institute of Technology,1
Vadim Bulitko,V. Bulitko,#32CD32,University of Alberta,1
Yanhua Li,Y. Li,#00bfff,Worcester Polytechnic Institute,1
Jun Luo,J. Luo,#ffc0cb,Nanyang Technological University,1
Ting Zhu,T. Zhu,#00bfff,Univ. of Maryland - Baltimore County,1
Cong 0005,C. 0005,#00bfff,none,1
Henry Gardner,H. Gardner,#ffc0cb,Australian National University,1
Ben Swift,B. Swift,#ffc0cb,Australian National University,1
Bernard Ghanem,B. Ghanem,#32CD32,KAUST,1
Shangping Ren,S. Ren,#00bfff,Illinois Institute of Technology,1
Shaolei Ren,S. Ren,#00bfff,University of California - Riverside,1
Ming Zhao,M. Zhao,#32CD32,Arizona State University,1
Josiah Hester,J. Hester,#00bfff,none,1
Amir Rahmati,A. Rahmati,#00bfff,Stony Brook University,1
Daniel Wigdor,D. Wigdor,#ffc0cb,University of Toronto,1
Karan Singh,K. Singh,#ffc0cb,University of Toronto,1
Leah Findlater,L. Findlater,#ffc0cb,University of Washington,1
Richard Ladner,R. Ladner,#ffc0cb,none,1
Michelle Borkin,M. Borkin,#ffc0cb,Northeastern University,1
René Just,R. Just,#00bfff,University of Massachusetts Amherst,1
Reid Holmes,R. Holmes,#00bfff,University of British Columbia,1
Paul Ammann,P. Ammann,#00bfff,George Mason University,1
Rui Abreu,R. Abreu,#32CD32,Universidade de Lisboa,1
Wei 0021,W. 0021,#32CD32,none,1
Dinesh Garg,D. Garg,#32CD32,IIT Gandhinagar,1
Swaprava Nath,S. Nath,#32CD32,IIT Kanpur,1
Shirish Shevade,S. Shevade,#32CD32,none,1
Klara Nahrstedt,K. Nahrstedt,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Kang Chen,K. Chen,#ffc0cb,Tsinghua University,1
Mohan Kankanhalli,M. Kankanhalli,#32CD32,none,1
Patrick Jaillet,P. Jaillet,#32CD32,Massachusetts Institute of Technology,1
Su-Lin Lee,S. Lee,#ffc0cb,Imperial College London,1
Guang-Zhong Yang,G. Yang,#ffc0cb,Imperial College London,1
Wayne Gray,W. Gray,#ffc0cb,none,0
Angelos Stavrou,A. Stavrou,#00bfff,George Mason University,1
Fengwei Zhang,F. Zhang,#00bfff,Wayne State University,1
Michael Locasto,M. Locasto,#00bfff,none,1
David Levin,D. Levin,#ffc0cb,none,1
Ioannis Karamouzas,I. Karamouzas,#ffc0cb,Clemson University,1
Foteini Baldimtsi,F. Baldimtsi,#00bfff,George Mason University,1
Changho Suh,C. Suh,#32CD32,KAIST,1
Bo Yuan,B. Yuan,#00bfff,Rochester Institute of Technology,1
Kirk Pruhs,K. Pruhs,#ffff00,University of Pittsburgh,1
Roman Garnett,R. Garnett,#32CD32,Washington University in St. Louis,1
Carson Leung,C. Leung,#d3d3d3,none,0
Steve Pettifer,S. Pettifer,#ffc0cb,University of Manchester,1
Terri Attwood,T. Attwood,#ffc0cb,none,1
Siamak Ravanbakhsh,S. Ravanbakhsh,#32CD32,University of British Columbia,1
Brendan Frey,B. Frey,#ffc0cb,none,1
Edson Borin,E. Borin,#00bfff,UNICAMP,1
Thomas Fritz,T. Fritz,#00bfff,University of Zurich,1
Gail Murphy,G. Murphy,#00bfff,none,1
Elaine Huang,E. Huang,#ffc0cb,none,1
Kostadin Damevski,K. Damevski,#00bfff,Virginia Commonwealth University,1
Yue Qi,Y. Qi,#ffc0cb,Beihang University,1
Yong Cao,Y. Cao,#32CD32,Virginia Tech,1
Yong Yu,Y. Yu,#32CD32,Shanghai Jiao Tong University,1
Wu-chun Feng,W. Feng,#00bfff,Virginia Tech,1
Xiao Bai,X. Bai,#32CD32,none,0
Sriram Pemmaraju,S. Pemmaraju,#d3d3d3,none,1
Kishore Kothapalli,K. Kothapalli,#00bfff,IIIT Hyderabad,1
Sinisa Todorovic,S. Todorovic,#32CD32,Oregon State University,1
Qinping Zhao,Q. Zhao,#32CD32,Beihang University,1
Joyce Chai,J. Chai,#32CD32,none,1
Lei 0031,L. 0031,#ffff00,none,1
Noboru Kunihiro,N. Kunihiro,#ffff00,University of Tokyo,1
Stephen Viller,S. Viller,#ffc0cb,University of Queensland,0
Panlong Yang,P. Yang,#00bfff,USTC,1
Yan Xiong,Y. Xiong,#ffc0cb,USTC,1
Zheng Yang,Z. Yang,#ffc0cb,none,1
Brent Stephens,B. Stephens,#00bfff,University of Illinois at Chicago,1
David Wood,D. Wood,#00bfff,none,1
Yiying 0005,Y. 0005,#00bfff,none,1
Junya Honda,J. Honda,#32CD32,University of Tokyo,1
Hiroshi Nakagawa,H. Nakagawa,#32CD32,University of Tokyo,1
Subhash Khot,S. Khot,#ffff00,New York University,1
Lance Fortnow,L. Fortnow,#00bfff,Georgia Institute of Technology,1
Yoav Shoham,Y. Shoham,#32CD32,Stanford University,1
Ming Yin,M. Yin,#32CD32,Purdue University,1
Jesper Tegnér,J. Tegnér,#ffc0cb,KAUST,0
Alvaro Cárdenas,A. Cárdenas,#00bfff,none,1
J. Tygar,J. Tygar,#32CD32,none,1
Scott Aaronson,S. Aaronson,#ffff00,University of Texas at Austin,1
Misha Pavel,M. Pavel,#ffc0cb,Northeastern University,1
Daphna Weinshall,D. Weinshall,#32CD32,Hebrew University of Jerusalem,1
Jan Rellermeyer,J. Rellermeyer,#00bfff,none,1
Thomas Heinis,T. Heinis,#00bfff,Imperial College London,1
Boris Glavic,B. Glavic,#00bfff,Illinois Institute of Technology,1
Bettina Kemme,B. Kemme,#00bfff,McGill University,1
Laura Haas,L. Haas,#00bfff,none,1
R. Sharathkumar,R. Sharathkumar,#ffff00,Virginia Tech,1
Abhishek Bhattacharjee,A. Bhattacharjee,#00bfff,Yale University,1
Margaret Martonosi,M. Martonosi,#00bfff,Princeton University,1
Minh Nguyen,M. Nguyen,#32CD32,none,1
Stefan Roth,S. Roth,#32CD32,none,1
Nassir Navab,N. Navab,#32CD32,TU Munich,1
Yuri Boykov,Y. Boykov,#32CD32,University of Waterloo,1
Stuart Russell,S. Russell,#32CD32,University of California - Berkeley,1
Yaohang Li,Y. Li,#32CD32,Old Dominion University,1
Vincent Freeh,V. Freeh,#00bfff,none,1
Uday Bondhugula,U. Bondhugula,#00bfff,IISc Bangalore,1
Li Jiang,L. Jiang,#00bfff,none,1
Qiang Xu,Q. Xu,#00bfff,none,1
Bernd Becker,B. Becker,#00bfff,none,1
Ilia Polian,I. Polian,#00bfff,University of Stuttgart,1
Christoph Scholl,C. Scholl,#00bfff,University of Freiburg,1
Youtao Zhang,Y. Zhang,#00bfff,University of Pittsburgh,1
Sangyeun Cho,S. Cho,#00bfff,University of Pittsburgh,1
Mary Soffa,M. Soffa,#00bfff,none,1
Barbara Chapman,B. Chapman,#00bfff,none,1
Sunita Chandrasekaran,S. Chandrasekaran,#00bfff,University of Delaware,1
Allen Malony,A. Malony,#00bfff,none,1
Boyana Norris,B. Norris,#00bfff,University of Oregon,1
Travis Desell,T. Desell,#d3d3d3,none,1
Carlos Varela,C. Varela,#d3d3d3,Rensselaer Polytechnic Institute,1
Miklós Csürös,M. Csürös,#ffc0cb,University of Montreal,0
Yiping Ke,Y. Ke,#00bfff,Nanyang Technological University,1
Kai Xing,K. Xing,#00bfff,USTC,1
Johannes Fürnkranz,J. Fürnkranz,#32CD32,TU Darmstadt,1
Yang 0018,Y. 0018,#32CD32,none,1
Mingyan Liu,M. Liu,#00bfff,University of Michigan,1
Chanik Park,C. Park,#00bfff,POSTECH,1
Brian Noble,B. Noble,#00bfff,University of Michigan,1
Ziming Zhao,Z. Zhao,#00bfff,none,1
Gail-Joon Ahn,G. Ahn,#00bfff,Arizona State University,1
Sang Lee,S. Lee,#ffc0cb,none,1
Jinwoo Shin,J. Shin,#32CD32,KAIST,1
Prasad Tetali,P. Tetali,#ffff00,Georgia Institute of Technology,1
Sandra Carberry,S. Carberry,#32CD32,University of Delaware,0
Honglak Lee,H. Lee,#32CD32,University of Michigan,1
Alfred Hero,A. Hero,#32CD32,none,1
Rida Bazzi,R. Bazzi,#00bfff,none,1
Chao 0006,C. 0006,#32CD32,none,1
Christian Poellabauer,C. Poellabauer,#00bfff,University of Notre Dame,1
Mark Finlayson,M. Finlayson,#32CD32,none,0
Sándor Fekete,S. Fekete,#ffc0cb,none,1
Deliang Fan,D. Fan,#00bfff,University of Central Florida,1
John Hayes,J. Hayes,#00bfff,none,1
Sebastian Rudolph,S. Rudolph,#32CD32,TU Dresden,1
Philipp Cimiano,P. Cimiano,#32CD32,Bielefeld University,1
Michael Goodrich,M. Goodrich,#ffc0cb,none,1
Subramanian Ramamoorthy,S. Ramamoorthy,#ffc0cb,University of Edinburgh,1
Alex Pothen,A. Pothen,#00bfff,Purdue University,1
Nick Bryan-Kinns,N. Bryan-Kinns,#ffc0cb,Queen Mary University of London,0
Odest Jenkins,O. Jenkins,#ffc0cb,none,1
Sonia Chernova,S. Chernova,#ffc0cb,Georgia Institute of Technology,1
Kaihuai Qin,K. Qin,#ffc0cb,Tsinghua University,1
Hanqiu Sun,H. Sun,#ffc0cb,Chinese University of Hong Kong,1
Andrés Lucero,A. Lucero,#ffc0cb,Aalto University,1
Neil Bruce,N. Bruce,#32CD32,none,1
Dongwook Yoon,D. Yoon,#ffc0cb,University of British Columbia,1
Eddy Zhang,E. Zhang,#00bfff,none,1
Sparsh Mittal,S. Mittal,#00bfff,IIT Hyderabad,1
Torben Amtoft,T. Amtoft,#00bfff,Kansas State University,0
Alán Aspuru-Guzik,A. Aspuru-Guzik,#32CD32,University of Toronto,1
David Duvenaud,D. Duvenaud,#32CD32,none,1
José Hernández-Lobato,J. Hernández-Lobato,#32CD32,none,1
Lionel Briand,L. Briand,#00bfff,none,1
Hadi Hemmati,H. Hemmati,#00bfff,University of Manitoba,1
Paul De Bra,P. De Bra,#d3d3d3,TU Eindhoven,1
Sayan Ranu,S. Ranu,#00bfff,IIT Delhi,1
Ambuj Singh,A. Singh,#00bfff,none,1
Arnab Bhattacharya,A. Bhattacharya,#00bfff,none,1
Victoria Interrante,V. Interrante,#ffc0cb,University of Minnesota,1
Shashi Shekhar,S. Shekhar,#00bfff,University of Minnesota,1
Mohamed Mokbel,M. Mokbel,#00bfff,none,1
Chris Bailey-Kellogg,C. Bailey-Kellogg,#ffc0cb,Dartmouth College,1
Tomasz Michalak,T. Michalak,#32CD32,none,1
Wojciech Szpankowski,W. Szpankowski,#ffff00,Purdue University,1
Mehmet Koyutürk,M. Koyutürk,#ffc0cb,Case Western Reserve University,1
Ananth Grama,A. Grama,#ffc0cb,Purdue University,1
Luc Devroye,L. Devroye,#ffff00,McGill University,1
Yun-Nung Chen,Y. Chen,#32CD32,National Taiwan University,1
William Wang,W. Wang,#32CD32,none,1
Flávio Miyazawa,F. Miyazawa,#d3d3d3,none,0
Fabrizio Maggi,F. Maggi,#32CD32,none,0
Karthekeyan Chandrasekaran,K. Chandrasekaran,#ffff00,Univ. of Illinois at Urbana-Champaign,1
Andrzej Murawski,A. Murawski,#ffff00,none,1
C.-H. Ong,C. Ong,#ffff00,none,1
Stefan Göller,S. Göller,#ffff00,Ecole Normale Superieure de Cachan,1
Xi He,X. He,#00bfff,University of Waterloo,1
Aleksandra Korolova,A. Korolova,#00bfff,University of Southern California,1
Wray Buntine,W. Buntine,#32CD32,none,1
Yevgeny Seldin,Y. Seldin,#32CD32,University of Copenhagen,1
Zhenming Liu,Z. Liu,#32CD32,College of William and Mary,1
Alberto Li,A. Li,#ffc0cb,none,1
Francesco Amigoni,F. Amigoni,#ffc0cb,Politecnico di Milano,1
Ioannis Rekleitis,I. Rekleitis,#ffc0cb,none,1
Sing-Hoi Sze,S. Sze,#ffc0cb,Texas A&M University,1
Kin Leung,K. Leung,#00bfff,none,1
Michael Eisenberg,M. Eisenberg,#ffc0cb,University of Colorado Boulder,0
Li-Yan Yuan,L. Yuan,#00bfff,University of Alberta,1
Osmar Zaïane,O. Zaïane,#32CD32,none,1
Andrew Yao,A. Yao,#ffff00,none,0
Ivano Malavolta,I. Malavolta,#00bfff,VU Amsterdam,0
David Evans,D. Evans,#00bfff,none,1
Anna Lysyanskaya,A. Lysyanskaya,#ffff00,Brown University,1
Nitin Vaidya,N. Vaidya,#d3d3d3,none,1
Padhraic Smyth,P. Smyth,#32CD32,University of California - Irvine,1
Jacques Stern,J. Stern,#ffff00,Ecole Normale Superieure,0
Daisuke Kihara,D. Kihara,#ffc0cb,Purdue University,1
Vladimir Bajic,V. Bajic,#ffc0cb,none,1
Guojie Song,G. Song,#32CD32,Peking University,1
Li 0009,L. 0009,#32CD32,none,1
Aisling Kelliher,A. Kelliher,#ffc0cb,Virginia Tech,1
Chris Preist,C. Preist,#ffc0cb,University of Bristol,1
Junchi Yan,J. Yan,#32CD32,Shanghai Jiao Tong University,1
Peter Kazanzides,P. Kazanzides,#ffc0cb,Johns Hopkins University,1
Gabor Fichtinger,G. Fichtinger,#ffc0cb,Queen’s University,1
Dan Halperin,D. Halperin,#ffc0cb,Tel Aviv University,1
Craig Gotsman,C. Gotsman,#ffc0cb,Technion,1
Zohar Levi,Z. Levi,#ffc0cb,Victoria University of Wellington,1
Mirela Ben-Chen,M. Ben-Chen,#ffc0cb,Technion,1
Rik Sarkar,R. Sarkar,#00bfff,University of Edinburgh,1
Mahesh Marina,M. Marina,#00bfff,none,1
Aaron Clauset,A. Clauset,#32CD32,University of Colorado Boulder,1
Daniel Larremore,D. Larremore,#32CD32,none,1
Jan Borchers,J. Borchers,#ffc0cb,none,1
Chat Wacharamanotham,C. Wacharamanotham,#ffc0cb,University of Zurich,1
James Hollan,J. Hollan,#ffc0cb,none,1
Mohamed Cheriet,M. Cheriet,#32CD32,ETS Montreal,0
Peter Buhr,P. Buhr,#00bfff,none,1
Nick Duffield,N. Duffield,#00bfff,none,1
Saket Saurabh,S. Saurabh,#ffff00,none,1
Daniel Lokshtanov,D. Lokshtanov,#ffff00,University of California - Santa Barbara,1
Laurent Itti,L. Itti,#ffc0cb,University of Southern California,1
Wai-Tat Fu,W. Fu,#ffc0cb,Univ. of Illinois at Urbana-Champaign,1
Brian Bailey,B. Bailey,#ffc0cb,none,1
Alex Kirlik,A. Kirlik,#ffc0cb,Univ. of Illinois at Urbana-Champaign,1
Ranjitha Kumar,R. Kumar,#ffc0cb,Univ. of Illinois at Urbana-Champaign,1
Ofir Pele,O. Pele,#32CD32,Ariel University,1
Michael Werman,M. Werman,#32CD32,Hebrew University of Jerusalem,1
Colin Johnson,C. Johnson,#ffc0cb,none,1
Alex Freitas,A. Freitas,#ffc0cb,none,1
Parth Pathak,P. Pathak,#00bfff,none,1
Ramakant Nevatia,R. Nevatia,#32CD32,University of Southern California,1
Mohit Gupta,M. Gupta,#32CD32,none,1
Xingbo Wu,X. Wu,#00bfff,University of Illinois at Chicago,1
Kasturi Varadarajan,K. Varadarajan,#ffff00,none,1
Matt Gibson,M. Gibson,#ffff00,none,1
Mani Fard,M. Fard,#32CD32,none,1
Alexander Rabinovich,A. Rabinovich,#ffff00,Tel Aviv University,1
Umakishore Ramachandran,U. Ramachandran,#00bfff,Georgia Institute of Technology,0
Jon Froehlich,J. Froehlich,#ffc0cb,University of Washington,1
Kotaro Hara,K. Hara,#ffc0cb,Singapore Management University,1
Ramani Duraiswami,R. Duraiswami,#32CD32,University of Maryland - College Park,1
James Landay,J. Landay,#ffc0cb,none,1
Xiaodi Wu,X. Wu,#00bfff,University of Oregon,1
Mingsheng Ying,M. Ying,#32CD32,Tsinghua University,1
V. Nandivada,V. Nandivada,#00bfff,none,1
Marina Blanton,M. Blanton,#00bfff,University at Buffalo,0
Vincent Danos,V. Danos,#ffff00,Ecole Normale Superieure,1
Russell Harmer,R. Harmer,#ffff00,Ecole Normale Superieure de Lyon,1
Jérôme Feret,J. Feret,#ffff00,Ecole Normale Superieure,1
Piero Fraternali,P. Fraternali,#32CD32,Politecnico di Milano,1
Min 0006,M. 0006,#32CD32,none,1
Shaoping Ma,S. Ma,#32CD32,Tsinghua University,1
Solomon Shimony,S. Shimony,#32CD32,none,1
David Welch,D. Welch,#ffc0cb,University of Auckland,1
Alexei Drummond,A. Drummond,#ffc0cb,University of Auckland,1
Meelis Kull,M. Kull,#32CD32,University of Tartu,1
Peter Flach,P. Flach,#32CD32,none,1
Jonathan Appavoo,J. Appavoo,#00bfff,Boston University,1
Patrick Bridges,P. Bridges,#00bfff,none,1
Dorian Arnold,D. Arnold,#00bfff,Emory University,1
David Malah,D. Malah,#32CD32,Technion,0
Sundar Vishwanathan,S. Vishwanathan,#ffff00,IIT Bombay,1
Sunita Sarawagi,S. Sarawagi,#32CD32,IIT Bombay,1
Hui 0005,H. 0005,#32CD32,none,1
James Gee,J. Gee,#32CD32,none,1
Bernhard Reus,B. Reus,#00bfff,University of Sussex,1
Eric Aubanel,E. Aubanel,#d3d3d3,University of New Brunswick,1
Virendrakumar Bhavsar,V. Bhavsar,#d3d3d3,none,1
Sushil Prasad,S. Prasad,#d3d3d3,none,1
Patricia Evans,P. Evans,#d3d3d3,none,1
Patrick Kelley,P. Kelley,#ffc0cb,none,1
Jason Wiese,J. Wiese,#ffc0cb,University of Utah,1
Laura Dabbish,L. Dabbish,#ffc0cb,Carnegie Mellon University,1
Richard Sutton,R. Sutton,#32CD32,none,1
Daniel Lizotte,D. Lizotte,#32CD32,none,1
Martha White,M. White,#32CD32,University of Alberta,1
Vagner Da Rosa,V. Da Rosa,#ffc0cb,none,1
Silvia da Costa Botelho,S. da Costa Botelho,#ffc0cb,none,1
Mohamed Sarwat,M. Sarwat,#00bfff,Arizona State University,1
Nuno Santos,N. Santos,#00bfff,none,1
Georg Fuchsbauer,G. Fuchsbauer,#ffff00,Ecole Normale Superieure,1
Jens Groth,J. Groth,#ffff00,University College London,1
Marco Gaboardi,M. Gaboardi,#00bfff,University at Buffalo,1
Alan Mycroft,A. Mycroft,#00bfff,University of Cambridge,1
Andrew Rice,A. Rice,#00bfff,none,1
Attila Yavuz,A. Yavuz,#d3d3d3,Oregon State University,0
David Manlove,D. Manlove,#d3d3d3,University of Glasgow,1
Milind Kulkarni,M. Kulkarni,#00bfff,none,1
Xiaoli Li,X. Li,#32CD32,none,1
Wulfram Gerstner,W. Gerstner,#32CD32,EPFL,0
Ross Knepper,R. Knepper,#ffc0cb,none,1
Fadel Adib,F. Adib,#00bfff,Massachusetts Institute of Technology,1
Howie Choset,H. Choset,#ffc0cb,Carnegie Mellon University,1
Alonzo Kelly,A. Kelly,#ffc0cb,Carnegie Mellon University,1
Michael Branicky,M. Branicky,#ffc0cb,none,1
Colin Ware,C. Ware,#ffc0cb,University of New Hampshire,1
Donald House,D. House,#ffc0cb,none,1
Richard Chang,R. Chang,#ffc0cb,Univ. of Maryland - Baltimore County,0
Shannon Quinn,S. Quinn,#32CD32,University of Georgia,1
Tianming Liu,T. Liu,#32CD32,University of Georgia,1
David Lowenthal,D. Lowenthal,#00bfff,none,1
Mohan Kumar,M. Kumar,#00bfff,Rochester Institute of Technology,1
David Jurgens,D. Jurgens,#32CD32,University of Michigan,1
Yulia Tsvetkov,Y. Tsvetkov,#32CD32,Carnegie Mellon University,1
Derek Ruths,D. Ruths,#32CD32,McGill University,1
Hyunsook Do,H. Do,#00bfff,University of North Texas,1
Georg Seelig,G. Seelig,#00bfff,University of Washington,1
Nikola Banovic,N. Banovic,#ffc0cb,University of Michigan,1
Ashok Veeraraghavan,A. Veeraraghavan,#32CD32,Rice University,1
Jack Tumblin,J. Tumblin,#ffc0cb,Northwestern University,1
Srikumar Ramalingam,S. Ramalingam,#32CD32,University of Utah,1
Mor Naaman,M. Naaman,#ffc0cb,Cornell University,1
Yoav Artzi,Y. Artzi,#32CD32,Cornell University,1
Simon King,S. King,#ffc0cb,University of Edinburgh,1
Pascal Vincent,P. Vincent,#32CD32,University of Montreal,1
Ismail Ayed,I. Ayed,#32CD32,none,1
Christian Desrosiers,C. Desrosiers,#32CD32,ETS Montreal,1
Francesco Bruschi,F. Bruschi,#00bfff,Politecnico di Milano,1
Sanne Abeln,S. Abeln,#ffc0cb,VU Amsterdam,1
Georgios Gousios,G. Gousios,#00bfff,TU Delft,1
Kevin Bryson,K. Bryson,#ffc0cb,University College London,0
Sean Follmer,S. Follmer,#ffc0cb,Stanford University,1
Mona Diab,M. Diab,#32CD32,none,1
Marko Nieminen,M. Nieminen,#ffc0cb,Aalto University,0
Erchin Serpedin,E. Serpedin,#ffc0cb,Texas A&M at Qatar,1
Hazem Nounou,H. Nounou,#ffc0cb,none,1
Pascal Schweitzer,P. Schweitzer,#ffff00,RWTH Aachen,1
Maria Wolters,M. Wolters,#ffc0cb,none,1
Thomas Wahl,T. Wahl,#ffff00,Northeastern University,1
Natasha Sharygina,N. Sharygina,#ffff00,Università della Svizzera italiana,1
Alessandro Abate,A. Abate,#ffff00,University of Oxford,1
Subodh Sharma,S. Sharma,#00bfff,IIT Delhi,1
Ofer Strichman,O. Strichman,#ffff00,Technion,1
Erik Brunvand,E. Brunvand,#d3d3d3,University of Utah,0
Ted Briscoe,T. Briscoe,#32CD32,University of Cambridge,1
John Carroll,J. Carroll,#32CD32,none,1
Anne Condon,A. Condon,#ffc0cb,University of British Columbia,1
Ruta Mehta,R. Mehta,#ffff00,Univ. of Illinois at Urbana-Champaign,1
Randall Davis,R. Davis,#32CD32,Massachusetts Institute of Technology,1
Diane Litman,D. Litman,#32CD32,none,1
Yang Liu,Y. Liu,#32CD32,none,1
Octav Chipara,O. Chipara,#00bfff,University of Iowa,1
Brian Keegan,B. Keegan,#ffc0cb,University of Colorado Boulder,1
Zoran Obradovic,Z. Obradovic,#32CD32,Temple University,1
Kui Ren,K. Ren,#00bfff,none,1
Aidong Zhang,A. Zhang,#32CD32,University of Virginia,1
Murat Demirbas,M. Demirbas,#32CD32,University at Buffalo,1
Dimitrios Koutsonikolas,D. Koutsonikolas,#00bfff,University at Buffalo,1
Isaac Scherson,I. Scherson,#d3d3d3,none,0
Shashank Mehta,S. Mehta,#ffff00,none,1
Tony Field,T. Field,#d3d3d3,Imperial College London,0
